,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,all_reach_2006,all_reach_2007,all_reach_2008,all_reach_2009,all_reach_2010,all_reach_2011,all_reach_2012,all_reach_2013,all_reach_2014,all_reach_2015,all_reach_2016,t1_cc_reach_2006,t1_cc_reach_2007,t1_cc_reach_2008,t1_cc_reach_2009,t1_cc_reach_2010,t1_cc_reach_2011,t1_cc_reach_2012,t1_cc_reach_2013,t1_cc_reach_2014,t1_cc_reach_2015,t1_cc_reach_2016
62,1131297654.0,1132335003.0,1241537112.0,1416353293.0,1617043031.0,1909895315.0,1974467207.0,1960844430.0,1984629586.0,2140463289.0,2254745066.0,2027907540,1651461574,1800280074,1981103840,2169297027,2391707876,2501323665,2612374822,2659905752,2713901174,2806943549,2001539438,1649229444,1763615104,1978613970,2166731285,2389168186,2492871347,2610053236,2602916230,2710220575,2801407768
63,1131297654.0,1132335003.0,1241537112.0,1416353293.0,1617043031.0,1909900679.0,1974474573.0,1960856418.0,1984632154.0,2140473449.0,2254763482.0,2027907540,1651461574,1800280074,1981103840,2169297027,2391707876,2501323665,2612374822,2659905752,2713901174,2806943549,2001539438,1649229444,1763615104,1978613970,2166731285,2389168186,2492871347,2610053236,2602916230,2710220575,2801407768
64,1131297654.0,1132335003.0,1241537112.0,1416353293.0,1617043031.0,1909904773.0,1974479689.0,1960868356.0,1984634452.0,2140482903.0,2254781324.0,2027907540,1651461574,1800280074,1981103840,2169297027,2391707876,2501323665,2612374822,2659905752,2713901174,2806943549,2001539438,1649229444,1763615104,1978613970,2166731285,2389168186,2492871347,2610053236,2602916230,2710220575,2801407768
65,1131297654.0,1132335003.0,1241537112.0,1416353293.0,1617043031.0,1909908605.0,1974483259.0,1960879866.0,1984636744.0,2140492109.0,2254797706.0,2027907540,1651461574,1800280074,1981103840,2169297027,2391707876,2501323665,2612374822,2659905752,2713901174,2806943549,2001539438,1649229444,1763615104,1978613970,2166731285,2389168186,2492871347,2610053236,2602916230,2710220575,2801407768
66,1131297654.0,1132335003.0,1241537112.0,1416353293.0,1617043031.0,1909910651.0,1974486323.0,1960891372.0,1984638782.0,2140501061.0,2254813976.0,2027907540,1651461574,1800280074,1981103840,2169297027,2391707876,2501323665,2612374822,2659905752,2713901174,2806943549,2001539438,1649229444,1763615104,1978613970,2166731285,2389168186,2492871347,2610053236,2602916230,2710220575,2801407768
67,1131297654.0,1132335003.0,1241537112.0,1416353293.0,1617043031.0,1909912697.0,1974489385.0,1960902078.0,1984640820.0,2140509995.0,2254829832.0,2027907540,1651461574,1800280074,1981103840,2169297027,2391707876,2501323665,2612374822,2659905752,2713901174,2806943549,2001539438,1649229444,1763615104,1978613970,2166731285,2389168186,2492871347,2610053236,2602916230,2710220575,2801407768
68,1131297654.0,1132335003.0,1241537112.0,1416353293.0,1617043031.0,1909914743.0,1974491685.0,1960911030.0,1984642606.0,2140517665.0,2254842872.0,2027907540,1651461574,1800280074,1981103840,2169297027,2391707876,2501323665,2612374822,2659905752,2713901174,2806943549,2001539438,1649229444,1763615104,1978613970,2166731285,2389168186,2492871347,2610053236,2602916230,2710220575,2801407768
69,1131297654.0,1132335003.0,1241537112.0,1416353293.0,1617043031.0,1909916787.0,1974493731.0,1960919216.0,1984644132.0,2140525323.0,2254855904.0,2027907540,1651461574,1800280074,1981103840,2169297027,2391707876,2501323665,2612374822,2659905752,2713901174,2806943549,2001539438,1649229444,1763615104,1978613970,2166731285,2389168186,2492871347,2610053236,2602916230,2710220575,2801407768
70,1131297654.0,1132335003.0,1241537112.0,1416353293.0,1617043031.0,1909918827.0,1974495777.0,1960926898.0,1984645408.0,2140530431.0,2254866888.0,2027907540,1651461574,1800280074,1981103840,2169297027,2391707876,2501323665,2612374822,2659905752,2713901174,2806943549,2001539438,1649229444,1763615104,1978613970,2166731285,2389168186,2492871347,2610053236,2602916230,2710220575,2801407768
71,1131297654.0,1132335003.0,1241537112.0,1416353293.0,1617043031.0,1909920863.0,1974497823.0,1960933292.0,1984646682.0,2140534525.0,2254877108.0,2027907540,1651461574,1800280074,1981103840,2169297027,2391707876,2501323665,2612374822,2659905752,2713901174,2806943549,2001539438,1649229444,1763615104,1978613970,2166731285,2389168186,2492871347,2610053236,2602916230,2710220575,2801407768
72,1131297654.0,1132335003.0,1241537112.0,1416353293.0,1617043031.0,1909922139.0,1974499869.0,1960937884.0,1984647704.0,2140538609.0,2254886826.0,2027907540,1651461574,1800280074,1981103840,2169297027,2391707876,2501323665,2612374822,2659905752,2713901174,2806943549,2001539438,1649229444,1763615104,1978613970,2166731285,2389168186,2492871347,2610053236,2602916230,2710220575,2801407768
73,1131297654.0,1132335003.0,1241537112.0,1416353293.0,1617043031.0,1909923155.0,1974501647.0,1960941978.0,1984648720.0,2140542437.0,2254896032.0,2027907540,1651461574,1800280074,1981103840,2169297027,2391707876,2501323665,2612374822,2659905752,2713901174,2806943549,2001539438,1649229444,1763615104,1978613970,2166731285,2389168186,2492871347,2610053236,2602916230,2710220575,2801407768
74,1131297654.0,1132335003.0,1241537112.0,1416353293.0,1617043031.0,1909924171.0,1974502923.0,1960945556.0,1984649484.0,2140546263.0,2254905234.0,2027907540,1651461574,1800280074,1981103840,2169297027,2391707876,2501323665,2612374822,2659905752,2713901174,2806943549,2001539438,1649229444,1763615104,1978613970,2166731285,2389168186,2492871347,2610053236,2602916230,2710220575,2801407768
75,1131297654.0,1132335003.0,1241537112.0,1416353293.0,1617043031.0,1909924425.0,1974503945.0,1960949132.0,1984650246.0,2140549063.0,2254914186.0,2027907540,1651461574,1800280074,1981103840,2169297027,2391707876,2501323665,2612374822,2659905752,2713901174,2806943549,2001539438,1649229444,1763615104,1978613970,2166731285,2389168186,2492871347,2610053236,2602916230,2710220575,2801407768
76,1131297654.0,1132335003.0,1241537112.0,1416353293.0,1617043031.0,1909924679.0,1974504961.0,1960952702.0,1984650756.0,2140551857.0,2254922374.0,2027907540,1651461574,1800280074,1981103840,2169297027,2391707876,2501323665,2612374822,2659905752,2713901174,2806943549,2001539438,1649229444,1763615104,1978613970,2166731285,2389168186,2492871347,2610053236,2602916230,2710220575,2801407768
77,1131297654.0,1132335003.0,1241537112.0,1416353293.0,1617043031.0,1909924933.0,1974505471.0,1960956024.0,1984651264.0,2140553903.0,2254930502.0,2027907540,1651461574,1800280074,1981103840,2169297027,2391707876,2501323665,2612374822,2659905752,2713901174,2806943549,2001539438,1649229444,1763615104,1978613970,2166731285,2389168186,2492871347,2610053236,2602916230,2710220575,2801407768
78,1131297654.0,1132335003.0,1241537112.0,1416353293.0,1617043031.0,1909925187.0,1974505725.0,1960959092.0,1984651772.0,2140555947.0,2254938420.0,2027907540,1651461574,1800280074,1981103840,2169297027,2391707876,2501323665,2612374822,2659905752,2713901174,2806943549,2001539438,1649229444,1763615104,1978613970,2166731285,2389168186,2492871347,2610053236,2602916230,2710220575,2801407768
79,1131297654.0,1132335003.0,1241537112.0,1416353293.0,1617043031.0,1909925187.0,1974505979.0,1960961902.0,1984652026.0,2140557731.0,2254946294.0,2027907540,1651461574,1800280074,1981103840,2169297027,2391707876,2501323665,2612374822,2659905752,2713901174,2806943549,2001539438,1649229444,1763615104,1978613970,2166731285,2389168186,2492871347,2610053236,2602916230,2710220575,2801407768
80,1131297654.0,1132335003.0,1241537112.0,1416353293.0,1617043031.0,1909925187.0,1974506233.0,1960964454.0,1984652280.0,2140559257.0,2254953178.0,2027907540,1651461574,1800280074,1981103840,2169297027,2391707876,2501323665,2612374822,2659905752,2713901174,2806943549,2001539438,1649229444,1763615104,1978613970,2166731285,2389168186,2492871347,2610053236,2602916230,2710220575,2801407768
81,1131297654.0,1132335003.0,1241537112.0,1416353293.0,1617043031.0,1909925187.0,1974506487.0,1960967002.0,1984652280.0,2140560533.0,2254959314.0,2027907540,1651461574,1800280074,1981103840,2169297027,2391707876,2501323665,2612374822,2659905752,2713901174,2806943549,2001539438,1649229444,1763615104,1978613970,2166731285,2389168186,2492871347,2610053236,2602916230,2710220575,2801407768
82,1131297654.0,1132335003.0,1241537112.0,1416353293.0,1617043031.0,1909925187.0,1974506487.0,1960969048.0,1984652280.0,2140561807.0,2254963632.0,2027907540,1651461574,1800280074,1981103840,2169297027,2391707876,2501323665,2612374822,2659905752,2713901174,2806943549,2001539438,1649229444,1763615104,1978613970,2166731285,2389168186,2492871347,2610053236,2602916230,2710220575,2801407768
83,1131297654.0,1132335003.0,1241537112.0,1416353293.0,1617043031.0,1909925187.0,1974506487.0,1960971088.0,1984652280.0,2140562829.0,2254967204.0,2027907540,1651461574,1800280074,1981103840,2169297027,2391707876,2501323665,2612374822,2659905752,2713901174,2806943549,2001539438,1649229444,1763615104,1978613970,2166731285,2389168186,2492871347,2610053236,2602916230,2710220575,2801407768
84,1131297654.0,1132335003.0,1241537112.0,1416353293.0,1617043031.0,1909925187.0,1974506487.0,1960972872.0,1984652280.0,2140563849.0,2254970526.0,2027907540,1651461574,1800280074,1981103840,2169297027,2391707876,2501323665,2612374822,2659905752,2713901174,2806943549,2001539438,1649229444,1763615104,1978613970,2166731285,2389168186,2492871347,2610053236,2602916230,2710220575,2801407768
85,1131297654.0,1132335003.0,1241537112.0,1416353293.0,1617043031.0,1909925187.0,1974506487.0,1960974650.0,1984652280.0,2140564867.0,2254973834.0,2027907540,1651461574,1800280074,1981103840,2169297027,2391707876,2501323665,2612374822,2659905752,2713901174,2806943549,2001539438,1649229444,1763615104,1978613970,2166731285,2389168186,2492871347,2610053236,2602916230,2710220575,2801407768
86,1131297654.0,1132335003.0,1241537112.0,1416353293.0,1617043031.0,1909925187.0,1974506487.0,1960975672.0,1984652280.0,2140565883.0,2254976900.0,2027907540,1651461574,1800280074,1981103840,2169297027,2391707876,2501323665,2612374822,2659905752,2713901174,2806943549,2001539438,1649229444,1763615104,1978613970,2166731285,2389168186,2492871347,2610053236,2602916230,2710220575,2801407768
87,1131297654.0,1132335003.0,1241537112.0,1416353293.0,1617043031.0,1909925187.0,1974506487.0,1960976694.0,1984652280.0,2140566899.0,2254979958.0,2027907540,1651461574,1800280074,1981103840,2169297027,2391707876,2501323665,2612374822,2659905752,2713901174,2806943549,2001539438,1649229444,1763615104,1978613970,2166731285,2389168186,2492871347,2610053236,2602916230,2710220575,2801407768
88,1131297654.0,1132335003.0,1241537112.0,1416353293.0,1617043031.0,1909925187.0,1974506487.0,1960977716.0,1984652280.0,2140567661.0,2254982768.0,2027907540,1651461574,1800280074,1981103840,2169297027,2391707876,2501323665,2612374822,2659905752,2713901174,2806943549,2001539438,1649229444,1763615104,1978613970,2166731285,2389168186,2492871347,2610053236,2602916230,2710220575,2801407768
89,1131297654.0,1132335003.0,1241537112.0,1416353293.0,1617043031.0,1909925187.0,1974506487.0,1960978226.0,1984652280.0,2140568423.0,2254985564.0,2027907540,1651461574,1800280074,1981103840,2169297027,2391707876,2501323665,2612374822,2659905752,2713901174,2806943549,2001539438,1649229444,1763615104,1978613970,2166731285,2389168186,2492871347,2610053236,2602916230,2710220575,2801407768
90,1131297654.0,1132335003.0,1241537112.0,1416353293.0,1617043031.0,1909925187.0,1974506487.0,1960978734.0,1984652280.0,2140569185.0,2254988118.0,2027907540,1651461574,1800280074,1981103840,2169297027,2391707876,2501323665,2612374822,2659905752,2713901174,2806943549,2001539438,1649229444,1763615104,1978613970,2166731285,2389168186,2492871347,2610053236,2602916230,2710220575,2801407768
91,1131297654.0,1132335003.0,1241537112.0,1416353293.0,1617043031.0,1909925187.0,1974506487.0,1960978988.0,1984652280.0,2140569693.0,2254990164.0,2027907540,1651461574,1800280074,1981103840,2169297027,2391707876,2501323665,2612374822,2659905752,2713901174,2806943549,2001539438,1649229444,1763615104,1978613970,2166731285,2389168186,2492871347,2610053236,2602916230,2710220575,2801407768
92,1131297654.0,1132335003.0,1241537112.0,1416353293.0,1617043031.0,1909925187.0,1974506487.0,1960979242.0,1984652280.0,2140570201.0,2254992210.0,2027907540,1651461574,1800280074,1981103840,2169297027,2391707876,2501323665,2612374822,2659905752,2713901174,2806943549,2001539438,1649229444,1763615104,1978613970,2166731285,2389168186,2492871347,2610053236,2602916230,2710220575,2801407768
93,1131297654.0,1132335003.0,1241537112.0,1416353293.0,1617043031.0,1909925187.0,1974506487.0,1960979496.0,1984652280.0,2140570455.0,2254994248.0,2027907540,1651461574,1800280074,1981103840,2169297027,2391707876,2501323665,2612374822,2659905752,2713901174,2806943549,2001539438,1649229444,1763615104,1978613970,2166731285,2389168186,2492871347,2610053236,2602916230,2710220575,2801407768
94,1131297654.0,1132335003.0,1241537112.0,1416353293.0,1617043031.0,1909925187.0,1974506487.0,1960979750.0,1984652280.0,2140570709.0,2254996032.0,2027907540,1651461574,1800280074,1981103840,2169297027,2391707876,2501323665,2612374822,2659905752,2713901174,2806943549,2001539438,1649229444,1763615104,1978613970,2166731285,2389168186,2492871347,2610053236,2602916230,2710220575,2801407768
95,1131297654.0,1132335003.0,1241537112.0,1416353293.0,1617043031.0,1909925187.0,1974506487.0,1960980004.0,1984652280.0,2140570963.0,2254997816.0,2027907540,1651461574,1800280074,1981103840,2169297027,2391707876,2501323665,2612374822,2659905752,2713901174,2806943549,2001539438,1649229444,1763615104,1978613970,2166731285,2389168186,2492871347,2610053236,2602916230,2710220575,2801407768
96,1131297654.0,1132335003.0,1241537112.0,1416353293.0,1617043031.0,1909925187.0,1974506487.0,1960980004.0,1984652280.0,2140570963.0,2254999092.0,2027907540,1651461574,1800280074,1981103840,2169297027,2391707876,2501323665,2612374822,2659905752,2713901174,2806943549,2001539438,1649229444,1763615104,1978613970,2166731285,2389168186,2492871347,2610053236,2602916230,2710220575,2801407768
97,1131297654.0,1132335003.0,1241537112.0,1416353293.0,1617043031.0,1909925187.0,1974506487.0,1960980004.0,1984652280.0,2140570963.0,2255000114.0,2027907540,1651461574,1800280074,1981103840,2169297027,2391707876,2501323665,2612374822,2659905752,2713901174,2806943549,2001539438,1649229444,1763615104,1978613970,2166731285,2389168186,2492871347,2610053236,2602916230,2710220575,2801407768
98,1131297654.0,1132335003.0,1241537112.0,1416353293.0,1617043031.0,1909925187.0,1974506487.0,1960980004.0,1984652280.0,2140570963.0,2255001136.0,2027907540,1651461574,1800280074,1981103840,2169297027,2391707876,2501323665,2612374822,2659905752,2713901174,2806943549,2001539438,1649229444,1763615104,1978613970,2166731285,2389168186,2492871347,2610053236,2602916230,2710220575,2801407768
99,1131297654.0,1132335003.0,1241537112.0,1416353293.0,1617043031.0,1909925187.0,1974506487.0,1960980004.0,1984652280.0,2140570963.0,2255002158.0,2027907540,1651461574,1800280074,1981103840,2169297027,2391707876,2501323665,2612374822,2659905752,2713901174,2806943549,2001539438,1649229444,1763615104,1978613970,2166731285,2389168186,2492871347,2610053236,2602916230,2710220575,2801407768
100,1131297654.0,1132335003.0,1241537112.0,1416353293.0,1617043031.0,1909925187.0,1974506487.0,1960980004.0,1984652280.0,2140570963.0,2255003180.0,2027907540,1651461574,1800280074,1981103840,2169297027,2391707876,2501323665,2612374822,2659905752,2713901174,2806943549,2001539438,1649229444,1763615104,1978613970,2166731285,2389168186,2492871347,2610053236,2602916230,2710220575,2801407768
101,1131297654.0,1132335003.0,1241537112.0,1416353293.0,1617043031.0,1909925187.0,1974506487.0,1960980004.0,1984652280.0,2140570963.0,2255004200.0,2027907540,1651461574,1800280074,1981103840,2169297027,2391707876,2501323665,2612374822,2659905752,2713901174,2806943549,2001539438,1649229444,1763615104,1978613970,2166731285,2389168186,2492871347,2610053236,2602916230,2710220575,2801407768
102,1131297654.0,1132335003.0,1241537112.0,1416353293.0,1617043031.0,1909925187.0,1974506487.0,1960980004.0,1984652280.0,2140570963.0,2255005216.0,2027907540,1651461574,1800280074,1981103840,2169297027,2391707876,2501323665,2612374822,2659905752,2713901174,2806943549,2001539438,1649229444,1763615104,1978613970,2166731285,2389168186,2492871347,2610053236,2602916230,2710220575,2801407768
103,1131297654.0,1132335003.0,1241537112.0,1416353293.0,1617043031.0,1909925187.0,1974506487.0,1960980004.0,1984652280.0,2140570963.0,2255006232.0,2027907540,1651461574,1800280074,1981103840,2169297027,2391707876,2501323665,2612374822,2659905752,2713901174,2806943549,2001539438,1649229444,1763615104,1978613970,2166731285,2389168186,2492871347,2610053236,2602916230,2710220575,2801407768
104,1131297654.0,1132335003.0,1241537112.0,1416353293.0,1617043031.0,1909925187.0,1974506487.0,1960980004.0,1984652280.0,2140570963.0,2255006994.0,2027907540,1651461574,1800280074,1981103840,2169297027,2391707876,2501323665,2612374822,2659905752,2713901174,2806943549,2001539438,1649229444,1763615104,1978613970,2166731285,2389168186,2492871347,2610053236,2602916230,2710220575,2801407768
105,1131297654.0,1132335003.0,1241537112.0,1416353293.0,1617043031.0,1909925187.0,1974506487.0,1960980004.0,1984652280.0,2140570963.0,2255007756.0,2027907540,1651461574,1800280074,1981103840,2169297027,2391707876,2501323665,2612374822,2659905752,2713901174,2806943549,2001539438,1649229444,1763615104,1978613970,2166731285,2389168186,2492871347,2610053236,2602916230,2710220575,2801407768
106,1131297654.0,1132335003.0,1241537112.0,1416353293.0,1617043031.0,1909925187.0,1974506487.0,1960980004.0,1984652280.0,2140570963.0,2255008518.0,2027907540,1651461574,1800280074,1981103840,2169297027,2391707876,2501323665,2612374822,2659905752,2713901174,2806943549,2001539438,1649229444,1763615104,1978613970,2166731285,2389168186,2492871347,2610053236,2602916230,2710220575,2801407768
107,1131297654.0,1132335003.0,1241537112.0,1416353293.0,1617043031.0,1909925187.0,1974506487.0,1960980004.0,1984652280.0,2140570963.0,2255009028.0,2027907540,1651461574,1800280074,1981103840,2169297027,2391707876,2501323665,2612374822,2659905752,2713901174,2806943549,2001539438,1649229444,1763615104,1978613970,2166731285,2389168186,2492871347,2610053236,2602916230,2710220575,2801407768
108,1131297654.0,1132335003.0,1241537112.0,1416353293.0,1617043031.0,1909925187.0,1974506487.0,1960980004.0,1984652280.0,2140570963.0,2255009538.0,2027907540,1651461574,1800280074,1981103840,2169297027,2391707876,2501323665,2612374822,2659905752,2713901174,2806943549,2001539438,1649229444,1763615104,1978613970,2166731285,2389168186,2492871347,2610053236,2602916230,2710220575,2801407768
109,1131297654.0,1132335003.0,1241537112.0,1416353293.0,1617043031.0,1909925187.0,1974506487.0,1960980004.0,1984652280.0,2140570963.0,2255010046.0,2027907540,1651461574,1800280074,1981103840,2169297027,2391707876,2501323665,2612374822,2659905752,2713901174,2806943549,2001539438,1649229444,1763615104,1978613970,2166731285,2389168186,2492871347,2610053236,2602916230,2710220575,2801407768
110,1131297654.0,1132335003.0,1241537112.0,1416353293.0,1617043031.0,1909925187.0,1974506487.0,1960980004.0,1984652280.0,2140570963.0,2255010554.0,2027907540,1651461574,1800280074,1981103840,2169297027,2391707876,2501323665,2612374822,2659905752,2713901174,2806943549,2001539438,1649229444,1763615104,1978613970,2166731285,2389168186,2492871347,2610053236,2602916230,2710220575,2801407768
111,1131297654.0,1132335003.0,1241537112.0,1416353293.0,1617043031.0,1909925187.0,1974506487.0,1960980004.0,1984652280.0,2140570963.0,2255011062.0,2027907540,1651461574,1800280074,1981103840,2169297027,2391707876,2501323665,2612374822,2659905752,2713901174,2806943549,2001539438,1649229444,1763615104,1978613970,2166731285,2389168186,2492871347,2610053236,2602916230,2710220575,2801407768
112,1131297654.0,1132335003.0,1241537112.0,1416353293.0,1617043031.0,1909925187.0,1974506487.0,1960980004.0,1984652280.0,2140570963.0,2255011316.0,2027907540,1651461574,1800280074,1981103840,2169297027,2391707876,2501323665,2612374822,2659905752,2713901174,2806943549,2001539438,1649229444,1763615104,1978613970,2166731285,2389168186,2492871347,2610053236,2602916230,2710220575,2801407768
113,1131297654.0,1132335003.0,1241537112.0,1416353293.0,1617043031.0,1909925187.0,1974506487.0,1960980004.0,1984652280.0,2140570963.0,2255011570.0,2027907540,1651461574,1800280074,1981103840,2169297027,2391707876,2501323665,2612374822,2659905752,2713901174,2806943549,2001539438,1649229444,1763615104,1978613970,2166731285,2389168186,2492871347,2610053236,2602916230,2710220575,2801407768
114,1131297654.0,1132335003.0,1241537112.0,1416353293.0,1617043031.0,1909925187.0,1974506487.0,1960980004.0,1984652280.0,2140570963.0,2255011824.0,2027907540,1651461574,1800280074,1981103840,2169297027,2391707876,2501323665,2612374822,2659905752,2713901174,2806943549,2001539438,1649229444,1763615104,1978613970,2166731285,2389168186,2492871347,2610053236,2602916230,2710220575,2801407768
115,1131297654.0,1132335003.0,1241537112.0,1416353293.0,1617043031.0,1909925187.0,1974506487.0,1960980004.0,1984652280.0,2140570963.0,2255011824.0,2027907540,1651461574,1800280074,1981103840,2169297027,2391707876,2501323665,2612374822,2659905752,2713901174,2806943549,2001539438,1649229444,1763615104,1978613970,2166731285,2389168186,2492871347,2610053236,2602916230,2710220575,2801407768
116,1131297654.0,1132335003.0,1241537112.0,1416353293.0,1617043031.0,1909925187.0,1974506487.0,1960980004.0,1984652280.0,2140570963.0,2255011824.0,2027907540,1651461574,1800280074,1981103840,2169297027,2391707876,2501323665,2612374822,2659905752,2713901174,2806943549,2001539438,1649229444,1763615104,1978613970,2166731285,2389168186,2492871347,2610053236,2602916230,2710220575,2801407768
117,1131297654.0,1132335003.0,1241537112.0,1416353293.0,1617043031.0,1909925187.0,1974506487.0,1960980004.0,1984652280.0,2140570963.0,2255011824.0,2027907540,1651461574,1800280074,1981103840,2169297027,2391707876,2501323665,2612374822,2659905752,2713901174,2806943549,2001539438,1649229444,1763615104,1978613970,2166731285,2389168186,2492871347,2610053236,2602916230,2710220575,2801407768
118,1131297654.0,1132335003.0,1241537112.0,1416353293.0,1617043031.0,1909925187.0,1974506487.0,1960980004.0,1984652280.0,2140570963.0,2255011824.0,2027907540,1651461574,1800280074,1981103840,2169297027,2391707876,2501323665,2612374822,2659905752,2713901174,2806943549,2001539438,1649229444,1763615104,1978613970,2166731285,2389168186,2492871347,2610053236,2602916230,2710220575,2801407768
119,1131297654.0,1132335003.0,1241537112.0,1416353293.0,1617043031.0,1909925187.0,1974506487.0,1960980004.0,1984652280.0,2140570963.0,2255011824.0,2027907540,1651461574,1800280074,1981103840,2169297027,2391707876,2501323665,2612374822,2659905752,2713901174,2806943549,2001539438,1649229444,1763615104,1978613970,2166731285,2389168186,2492871347,2610053236,2602916230,2710220575,2801407768
120,1131297654.0,1132335003.0,1241537112.0,1416353293.0,1617043031.0,1909925187.0,1974506487.0,1960980004.0,1984652280.0,2140570963.0,2255011824.0,2027907540,1651461574,1800280074,1981103840,2169297027,2391707876,2501323665,2612374822,2659905752,2713901174,2806943549,2001539438,1649229444,1763615104,1978613970,2166731285,2389168186,2492871347,2610053236,2602916230,2710220575,2801407768
121,1131297654.0,1132335003.0,1241537112.0,1416353293.0,1617043031.0,1909925187.0,1974506487.0,1960980004.0,1984652280.0,2140570963.0,2255011824.0,2027907540,1651461574,1800280074,1981103840,2169297027,2391707876,2501323665,2612374822,2659905752,2713901174,2806943549,2001539438,1649229444,1763615104,1978613970,2166731285,2389168186,2492871347,2610053236,2602916230,2710220575,2801407768
122,1131297654.0,1132335003.0,1241537112.0,1416353293.0,1617043031.0,1909925187.0,1974506487.0,1960980004.0,1984652280.0,2140570963.0,2255011824.0,2027907540,1651461574,1800280074,1981103840,2169297027,2391707876,2501323665,2612374822,2659905752,2713901174,2806943549,2001539438,1649229444,1763615104,1978613970,2166731285,2389168186,2492871347,2610053236,2602916230,2710220575,2801407768
123,1131297654.0,1132335003.0,1241537112.0,1416353293.0,1617043031.0,1909925187.0,1974506487.0,1960980004.0,1984652280.0,2140570963.0,2255011824.0,2027907540,1651461574,1800280074,1981103840,2169297027,2391707876,2501323665,2612374822,2659905752,2713901174,2806943549,2001539438,1649229444,1763615104,1978613970,2166731285,2389168186,2492871347,2610053236,2602916230,2710220575,2801407768
124,1131297654.0,1132335003.0,1241537112.0,1416353293.0,1617043031.0,1909925187.0,1974506487.0,1960980004.0,1984652280.0,2140570963.0,2255011824.0,2027907540,1651461574,1800280074,1981103840,2169297027,2391707876,2501323665,2612374822,2659905752,2713901174,2806943549,2001539438,1649229444,1763615104,1978613970,2166731285,2389168186,2492871347,2610053236,2602916230,2710220575,2801407768
125,1131297654.0,1132335003.0,1241537112.0,1416353293.0,1617043031.0,1909925187.0,1974506487.0,1960980004.0,1984652280.0,2140570963.0,2255011824.0,2027907540,1651461574,1800280074,1981103840,2169297027,2391707876,2501323665,2612374822,2659905752,2713901174,2806943549,2001539438,1649229444,1763615104,1978613970,2166731285,2389168186,2492871347,2610053236,2602916230,2710220575,2801407768
126,1131297654.0,1132335003.0,1241537112.0,1416353293.0,1617043031.0,1909925187.0,1974506487.0,1960980004.0,1984652280.0,2140570963.0,2255011824.0,2027907540,1651461574,1800280074,1981103840,2169297027,2391707876,2501323665,2612374822,2659905752,2713901174,2806943549,2001539438,1649229444,1763615104,1978613970,2166731285,2389168186,2492871347,2610053236,2602916230,2710220575,2801407768
127,1131297654.0,1132335003.0,1241537112.0,1416353293.0,1617043031.0,1909925187.0,1974506487.0,1960980004.0,1984652280.0,2140570963.0,2255011824.0,2027907540,1651461574,1800280074,1981103840,2169297027,2391707876,2501323665,2612374822,2659905752,2713901174,2806943549,2001539438,1649229444,1763615104,1978613970,2166731285,2389168186,2492871347,2610053236,2602916230,2710220575,2801407768
128,1131297654.0,1132335003.0,1241537112.0,1416353293.0,1617043031.0,1909925187.0,1974506487.0,1960980004.0,1984652280.0,2140570963.0,2255011824.0,2027907540,1651461574,1800280074,1981103840,2169297027,2391707876,2501323665,2612374822,2659905752,2713901174,2806943549,2001539438,1649229444,1763615104,1978613970,2166731285,2389168186,2492871347,2610053236,2602916230,2710220575,2801407768
129,1131297654.0,1132335003.0,1241537112.0,1416353293.0,1617043031.0,1909925187.0,1974506487.0,1960980004.0,1984652280.0,2140570963.0,2255011824.0,2027907540,1651461574,1800280074,1981103840,2169297027,2391707876,2501323665,2612374822,2659905752,2713901174,2806943549,2001539438,1649229444,1763615104,1978613970,2166731285,2389168186,2492871347,2610053236,2602916230,2710220575,2801407768
130,1131297654.0,1132335003.0,1241537112.0,1416353293.0,1617043031.0,1909925187.0,1974506487.0,1960980004.0,1984652280.0,2140570963.0,2255011824.0,2027907540,1651461574,1800280074,1981103840,2169297027,2391707876,2501323665,2612374822,2659905752,2713901174,2806943549,2001539438,1649229444,1763615104,1978613970,2166731285,2389168186,2492871347,2610053236,2602916230,2710220575,2801407768
131,1131297654.0,1132335003.0,1241537112.0,1416353293.0,1617043031.0,1909925187.0,1974506487.0,1960980004.0,1984652280.0,2140570963.0,2255011824.0,2027907540,1651461574,1800280074,1981103840,2169297027,2391707876,2501323665,2612374822,2659905752,2713901174,2806943549,2001539438,1649229444,1763615104,1978613970,2166731285,2389168186,2492871347,2610053236,2602916230,2710220575,2801407768
132,1131297654.0,1132335003.0,1241537112.0,1416353293.0,1617043031.0,1909925187.0,1974506487.0,1960980004.0,1984652280.0,2140570963.0,2255011824.0,2027907540,1651461574,1800280074,1981103840,2169297027,2391707876,2501323665,2612374822,2659905752,2713901174,2806943549,2001539438,1649229444,1763615104,1978613970,2166731285,2389168186,2492871347,2610053236,2602916230,2710220575,2801407768
133,1131297654.0,1132335003.0,1241537112.0,1416353293.0,1617043031.0,1909925187.0,1974506487.0,1960980004.0,1984652280.0,2140570963.0,2255011824.0,2027907540,1651461574,1800280074,1981103840,2169297027,2391707876,2501323665,2612374822,2659905752,2713901174,2806943549,2001539438,1649229444,1763615104,1978613970,2166731285,2389168186,2492871347,2610053236,2602916230,2710220575,2801407768
