,Africa/2006,Africa/2007,Africa/2008,Africa/2009,Africa/2010,Africa/2011,Africa/2012,Africa/2013,Africa/2014,Africa/2015,Africa/2016,Asia Pacific/2006,Asia Pacific/2007,Asia Pacific/2008,Asia Pacific/2009,Asia Pacific/2010,Asia Pacific/2011,Asia Pacific/2012,Asia Pacific/2013,Asia Pacific/2014,Asia Pacific/2015,Asia Pacific/2016,Australia/2006,Australia/2007,Australia/2008,Australia/2009,Australia/2010,Australia/2011,Australia/2012,Australia/2013,Australia/2014,Australia/2015,Australia/2016,Europe/2006,Europe/2007,Europe/2008,Europe/2009,Europe/2010,Europe/2011,Europe/2012,Europe/2013,Europe/2014,Europe/2015,Europe/2016,Middle East/2006,Middle East/2007,Middle East/2008,Middle East/2009,Middle East/2010,Middle East/2011,Middle East/2012,Middle East/2013,Middle East/2014,Middle East/2015,Middle East/2016,North America/2006,North America/2007,North America/2008,North America/2009,North America/2010,North America/2011,North America/2012,North America/2013,North America/2014,North America/2015,North America/2016,South America/2006,South America/2007,South America/2008,South America/2009,South America/2010,South America/2011,South America/2012,South America/2013,South America/2014,South America/2015,South America/2016
0,?,?,?,0.0,254.0,54514.0,86258.0,764.0,1780.0,176368.0,176114.0,2546.0,2546.0,3302.0,17886.0,18148.0,6128.0,16975342.0,16975342.0,16986852.0,16989150.0,16981724.0,?,?,?,?,?,?,?,?,5874.0,6128.0,6128.0,0.0,8190.0,8190.0,2046.0,4092.0,2556.0,24572.0,6368.0,9172.0,9903.0,11190,?,?,?,?,?,2288.0,2034.0,2034.0,11258.0,9964.0,2145032.0,34512.0,26580.0,24284.0,29656.0,34008.0,37080.0,59362.0,60130.0,57318.0,58340.0,60892.0,?,?,?,143854.0,209642.0,114676.0,316128.0,12282.0,8164.0,76756.0,171556.0
1,?,?,?,57778.0,73098.0,10236.0,10236.0,179178.0,116186.0,2552.0,3066.0,349094.0,443002.0,541550.0,0.0,0.0,18148.0,56762.0,245748.0,246770.0,285652.0,337318.0,?,?,?,?,?,?,?,?,23534.0,25594.0,25594.0,124342.0,123826.0,123574.0,8190.0,8190.0,2046.0,36858.0,0.0,0.0,0.0,0,?,?,?,?,?,1455896.0,1489524.0,196602.0,131830.0,30928.0,10472.0,2036.0,2544.0,2544.0,1782.0,2290.0,4336.0,20702.0,18148.0,9434.0,0.0,0.0,?,?,?,36856.0,33016.0,7924.0,114676.0,40954.0,16370.0,1022.0,4094.0
2,?,?,?,?,?,254.0,169452.0,10236.0,1022.0,1022.0,1022.0,8698.0,8698.0,8698.0,53242.0,53242.0,93172.0,762.0,27558.0,28796.0,33382.0,61422.0,?,?,?,?,?,?,?,?,2046.0,3068.0,0.0,8190.0,8190.0,8190.0,3251142.0,313190.0,8190.0,13292.0,16382.0,16382.0,16382.0,16382,?,?,?,?,?,?,?,327920.0,254.0,12280.0,124074.0,67820.0,67820.0,67820.0,92864.0,91594.0,59080.0,4082.0,14314.0,15334.0,335346.0,311788.0,?,?,?,143782.0,165296.0,4094.0,0.0,32762.0,40954.0,67260.0,77524.0
3,?,?,?,?,?,5350.0,254.0,195304.0,32762.0,4338.0,1240982.0,0.0,0.0,0.0,2046.0,2046.0,16974072.0,74874.0,3068.0,3068.0,3048.0,37706.0,?,?,?,?,?,?,?,?,0.0,510.0,3060.0,20472.0,24566.0,24566.0,8190.0,8190.0,22518.0,51950.0,36858.0,36858.0,36858.0,36858,?,?,?,?,?,?,?,3925468.0,77786.0,131830.0,30928.0,76480.0,72386.0,72132.0,68328.0,68836.0,68074.0,23508.0,245748.0,246770.0,285652.0,337318.0,?,?,?,4094.0,4094.0,4094.0,7924.0,72662.0,32762.0,11498.0,1022.0
4,?,?,?,?,?,4039948.0,4334.0,3068.0,2032.0,3068.0,4338.0,3068480.0,3199802.0,3264294.0,17106.0,19392.0,42170.0,3068.0,4572.0,67006.0,3068.0,3068.0,?,?,?,?,?,?,?,?,31156.0,0.0,0.0,87016.0,94952.0,79080.0,26612.0,22518.0,10224.0,0.0,77804.0,77804.0,78826.0,78826,?,?,?,?,?,?,?,1503852.0,95212.0,254.0,12280.0,16372.0,16372.0,8190.0,72132.0,65782.0,65782.0,68074.0,23000.0,23000.0,23254.0,3312.0,?,?,?,87598.0,162758.0,1022.0,8188.0,20476.0,8188.0,0.0,68020.0
5,?,?,?,?,?,45050.0,254.0,254.0,3068.0,128744.0,5114.0,54264.0,53242.0,53242.0,6140.0,4094.0,764.0,74476.0,64078.0,2044.0,67260.0,254.0,?,?,?,?,?,?,?,?,1270.0,32176.0,0.0,91126.0,91636.0,110060.0,5366.0,10224.0,51696.0,2554.0,59378.0,35064.0,34810.0,19450,?,?,?,?,?,?,?,64078.0,67006.0,77796.0,196854.0,17098.0,17864.0,18638.0,0.0,0.0,508.0,65782.0,0.0,9212.0,9212.0,9212.0,?,?,?,3048.0,3570.0,16380.0,4094.0,254.0,12280.0,88496.0,13022.0
6,?,?,?,?,?,73604.0,1022.0,3826.0,254.0,3068.0,2044.0,5084.0,5340.0,4322.0,224946.0,226989.0,12282.0,508.0,2808.0,5854.0,50168.0,3068.0,?,?,?,?,?,?,?,?,204016.0,5364.0,32430.0,17098.0,17864.0,18638.0,0.0,0.0,16110.0,56762.0,0.0,510.0,11256.0,11256,?,?,?,?,?,?,?,164088.0,254.0,0.0,254.0,92112.0,87200.0,92340.0,17106.0,19392.0,51898.0,0.0,68074.0,67820.0,1900544.0,254.0,?,?,?,12276.0,16370.0,49148.0,279956.0,4094.0,76756.0,20476.0,1022.0
7,?,?,?,?,?,8170.0,3844608.0,8188.0,172524.0,67260.0,144872.0,89812.0,91850.0,159432.0,1022.0,1022.0,0.0,0.0,76770.0,77024.0,2044.0,0.0,?,?,?,?,?,?,?,?,26610.0,1256386.0,3066.0,107508.0,115694.0,154580.0,181190.0,512414.0,521610.0,7896716.0,12284.0,12284.0,510.0,510,?,?,?,?,?,?,?,254.0,11684.0,136172.0,1276.0,1941206.0,1941860.0,1731100.0,28124.0,19680.0,16380.0,56762.0,1778.0,1016.0,9202.0,254.0,?,?,?,78206.0,83572.0,254.0,1022.0,0.0,4094.0,5116.0,0.0
8,?,?,?,?,?,254.0,32762.0,9212.0,2044.0,9212.0,7162.0,1022.0,254.0,254.0,0.0,1786.0,4602.0,1022.0,0.0,0.0,16002.0,1022.0,?,?,?,?,?,?,?,?,55728.0,32234.0,9206.0,4094.0,4094.0,4094.0,119528.0,115432.0,126172.0,222916.0,2554.0,2554.0,12284.0,14328,?,?,?,?,?,?,?,14478.0,254.0,67260.0,1022.0,57590.0,73974.0,74736.0,92340.0,101034.0,101282.0,16380.0,0.0,254.0,67820.0,24480.0,?,?,?,11972.0,14264.0,20466.0,20474.0,49148.0,20476.0,8182.0,1022.0
9,?,?,?,?,?,2046.0,65534.0,8444.0,4592.0,71902.0,68020.0,0.0,0.0,508.0,51344.0,58004.0,57332.0,1276.0,1022.0,84424.0,77786.0,68020.0,?,?,?,?,?,?,?,?,212978.0,26610.0,28348.0,57848.0,58102.0,90868.0,175584.0,113882.0,51166.0,1221498.0,27558.0,28796.0,2046.0,3068,?,?,?,?,?,?,?,254.0,58998.0,12318.0,1240982.0,4677618.0,4677618.0,8871920.0,18160.0,178386.0,246726.0,101282.0,27558.0,28796.0,15622.0,9202.0,?,?,?,4094.0,4094.0,4094.0,61668.0,0.0,4094.0,5605020.0,4318.0
10,?,?,?,?,?,254.0,0.0,2794.0,254.0,0.0,48108.0,1809978.0,2605274.0,2741715.0,57778.0,73098.0,60656.0,5626.0,1276.0,1022.0,1524.0,5602.0,?,?,?,?,?,?,?,?,67006.0,171606.0,37706.0,1941206.0,1941860.0,1731100.0,8190.0,8190.0,10236.0,17658.0,9478980.0,37882.0,33382.0,37706,?,?,?,?,?,?,?,369640.0,927962.0,312304.0,75752.0,30192132.0,35841666.0,47514674.0,6610.0,13276.0,13276.0,222916.0,16380.0,16380.0,0.0,67820.0,?,?,?,2990008.0,3514292.0,254.0,254.0,64078.0,254.0,4094.0,2046.0
11,?,?,?,?,?,254.0,116714.0,3711506.0,4594.0,62808.0,3050.0,510.0,254.0,1272.0,31964.0,64220.0,4094.0,5346.0,0.0,1276.0,38038.0,67566.0,?,?,?,?,?,?,?,?,78424.0,180214.0,7410.0,8444.0,8444.0,8444.0,65534.0,65534.0,65534.0,8444.0,157870.0,55720.0,37882.0,36860,?,?,?,?,?,?,?,254.0,0.0,254.0,18424.0,3832.0,2038.0,52442.0,95466.0,110828.0,127208.0,13022.0,101282.0,101282.0,33382.0,37854.0,?,?,?,376646.0,507876.0,49148.0,49752.0,8188.0,8188.0,4259964.0,28632.0
12,?,?,?,?,?,254.0,74874.0,32762.0,67320.0,1780.0,73706.0,8426.0,6140.0,44512.0,69628.0,69628.0,196602.0,8188.0,2044.0,254.0,88496.0,286958.0,?,?,?,?,?,?,?,?,5870.0,67260.0,1240982.0,8190.0,8190.0,8190.0,81906.0,65534.0,65534.0,10236.0,1220486.0,1220004.0,58792.0,53676,?,?,?,?,?,?,?,32762.0,1780.0,62808.0,0.0,70594.0,66500.0,73138.0,0.0,254.0,254.0,12284.0,157870.0,55720.0,6116.0,0.0,?,?,?,?,?,3821378.0,0.0,0.0,8184.0,4094.0,3314.0
13,?,?,?,?,?,11502.0,10428.0,20476.0,4094.0,6140.0,71648.0,236698.0,232864.0,224692.0,1532.0,2042.0,215208.0,3302.0,2044.0,2044.0,1276.0,2044.0,?,?,?,?,?,?,?,?,15274.0,129010.0,3316.0,4677618.0,4677618.0,8871920.0,332016.0,594156.0,60072.0,4342.0,18680.0,8444.0,1309594.0,1341850,?,?,?,?,?,?,?,927962.0,646068.0,1092308.0,145128.0,4348.0,4348.0,6394.0,57784.0,230660.0,785846.0,73978.0,12768.0,16862.0,24560.0,37706.0,?,?,?,?,?,4348.0,4094.0,135382.0,49148.0,159720.0,40918.0
14,?,?,?,?,?,2288.0,1597684.0,65534.0,9212.0,190936.0,0.0,254.0,254.0,254.0,14506.0,14506.0,8698.0,2292772.0,8186.0,2044.0,1530.0,81626.0,?,?,?,?,?,?,?,?,131322.0,4094.0,28666.0,0.0,0.0,508.0,254.0,254.0,0.0,0.0,8444.0,10236.0,8444.0,10490,?,?,?,?,?,?,?,1124110.0,1920278.0,0.0,68020.0,3020154.0,3105826.0,4553524.0,8871920.0,8871920.0,10174428.0,1102578.0,8190.0,8190.0,16380.0,6880.0,?,?,?,?,?,3302.0,0.0,1524.0,4094.0,56296.0,8417118.0
15,?,?,?,?,?,222180.0,254.0,0.0,8698.0,1133538.0,64320.0,12284.0,12284.0,10236.0,0.0,0.0,14582.0,0.0,17402.0,22008.0,254.0,4318.0,?,?,?,?,?,?,?,?,29642.0,5870.0,196602.0,3832.0,2038.0,52442.0,18160.0,178386.0,254.0,16890.0,10236.0,510.0,11258.0,11258,?,?,?,?,?,?,?,?,4094.0,1225894.0,3574.0,0.0,2286.0,6380.0,65441232.0,79717760.0,616608.0,10174428.0,73978.0,2046.0,101282.0,21492.0,?,?,?,?,?,762.0,12282.0,5087144.0,8182.0,66044.0,4600.0
16,?,?,?,?,?,67830.0,254.0,119280.0,3068.0,139512.0,254.0,6130.0,6126.0,4334.0,25332.0,26096.0,33788.0,12792.0,0.0,1177784.0,2044.0,37276.0,?,?,?,?,?,?,?,?,762.0,15018.0,32234.0,16380.0,16380.0,16380.0,156402.0,156402.0,101282.0,0.0,508.0,7408.0,10746.0,10746,?,?,?,?,?,?,?,?,9906.0,254.0,16834.0,44.0,0.0,254.0,57778.0,73098.0,100911924.0,28920.0,1203684.0,1596500.0,58792.0,16634.0,?,?,?,?,?,73604.0,49148.0,90102.0,12282.0,3068.0,4090.0
17,?,?,?,?,?,126162.0,254.0,1022.0,3302.0,67580.0,254.0,12790.0,15346.0,15346.0,1097952.0,1097952.0,1022.0,56036.0,1753262.0,11236.0,2044.0,90534.0,?,?,?,?,?,?,?,?,8190.0,131322.0,26102.0,0.0,2042.0,2042.0,1633596.0,1349978.0,246726.0,136424.0,7408.0,3068.0,510.0,8946,?,?,?,?,?,?,?,?,4594.0,8952.0,377838.0,46310.0,47332.0,49130.0,0.0,2540.0,73604.0,613304.0,10174428.0,11034600.0,16862.0,101280.0,?,?,?,?,?,0.0,0.0,7652.0,2034.0,6140.0,4194684.0
18,?,?,?,?,?,510.0,6138.0,64078.0,3770420.0,1179880.0,10234.0,4094.0,4094.0,4094.0,508.0,762.0,34802.0,12238.0,0.0,12020.0,22520.0,1530.0,?,?,?,?,?,?,?,?,0.0,32708.0,2044.0,10996.0,10742.0,18932.0,8444.0,8444.0,156402.0,0.0,5116.0,0.0,7154.0,7154,?,?,?,?,?,?,?,?,2046.0,2438616.0,14328.0,254.0,254.0,254.0,76202.0,77848.0,3302.0,106038566.0,28920.0,28920.0,8190.0,16862.0,?,?,?,?,?,4326.0,4356848.0,209820.0,65534.0,3064.0,8184.0
19,?,?,?,?,?,1134956.0,254.0,9212.0,10236.0,15352.0,6140.0,0.0,508.0,7668.0,8688.0,9456.0,212972.0,254.0,21746.0,0.0,1177784.0,24232.0,?,?,?,?,?,?,?,?,164586.0,762.0,65788.0,383956.0,383956.0,383192.0,6140.0,12284.0,1223792.0,22518.0,0.0,16890.0,3068.0,3068,?,?,?,?,?,?,?,?,1513624.0,9166.0,254.0,628918.0,747960.0,747680.0,29170.0,27124.0,74246.0,44008.0,620732.0,618438.0,2046.0,8190.0,?,?,?,?,?,0.0,254.0,7620.0,510.0,2044.0,19446.0
20,?,?,?,?,?,0.0,54512.0,0.0,15352.0,10226.0,254.0,0.0,2046.0,2046.0,2288.0,2288.0,149954.0,37864.0,39132.0,3604404.0,11220.0,2044.0,?,?,?,?,?,?,?,?,8686.0,8190.0,3576.0,45048.0,45302.0,54002.0,8190.0,8190.0,8444.0,2552.0,16890.0,2046.0,0.0,5102,?,?,?,?,?,?,?,?,254.0,4094.0,64320.0,4602.0,4602.0,5872.0,7924.0,7670.0,6648.0,74874.0,111642816.0,115323254.0,1682676.0,2046.0,?,?,?,?,?,8170.0,0.0,299626.0,7158.0,2044.0,159720.0
21,?,?,?,?,?,139506.0,8946.0,1703928.0,1022.0,44252.0,232146.0,65746.0,73556.0,76762.0,6130.0,5110.0,83086.0,2046.0,13258.0,21746.0,18914.0,2044.0,?,?,?,?,?,?,?,?,5618.0,65534.0,107100.0,4094.0,14066.0,12792.0,8871920.0,8871920.0,12283.0,16374.0,0.0,201196.0,8700.0,0,?,?,?,?,?,?,?,?,410044.0,9906.0,1157842.0,2513214.0,2431044.0,2438724.0,4842290.0,5042428.0,27124.0,3048.0,49114.0,67006.0,11116516.0,1488182.0,?,?,?,?,?,254.0,4348.0,1753262.0,8182.0,8188.0,56296.0
22,?,?,?,?,?,3066.0,2034.0,254.0,22260.0,1274.0,8190.0,60640.0,61892.0,53980.0,4068.0,5856.0,67568.0,764.0,1022.0,42710.0,0.0,22520.0,?,?,?,?,?,?,?,?,27584.0,3810.0,180214.0,16634.0,18680.0,18680.0,4094.0,6140.0,8190.0,12538.0,135660.0,83188.0,2046.0,0,?,?,?,?,?,?,?,?,27256.0,4594.0,0.0,1272.0,1272.0,1272.0,268.0,1276.0,73714.0,71686.0,64078.0,11512.0,30964.0,11116516.0,?,?,?,?,?,793102.0,762.0,0.0,20470.0,4090.0,2038.0
23,?,?,?,?,?,60086.0,239580.0,6140.0,1066304.0,183744.0,1070814.0,254.0,254.0,254.0,216224.0,226204.0,73604.0,0.0,254.0,15292.0,5605020.0,0.0,?,?,?,?,?,?,?,?,233384.0,166118.0,68020.0,0.0,510.0,1022.0,0.0,1022.0,10174428.0,510.0,0.0,0.0,233960.0,4858,?,?,?,?,?,?,?,?,1022.0,2046.0,1247382.0,0.0,254.0,1276.0,49384.0,46316.0,5563388.0,90098.0,1524.0,1528.0,618692.0,30964.0,?,?,?,?,?,4094.0,74874.0,315874.0,67006.0,135414.0,5112.0
24,?,?,?,?,?,15752.0,67830.0,0.0,65534.0,10236.0,139512.0,3832.0,2038.0,52442.0,7924.0,7670.0,61142.0,0.0,54244.0,16382.0,29680.0,6634.0,?,?,?,?,?,?,?,?,2044.0,8940.0,131550.0,4348.0,4348.0,6394.0,0.0,508.0,6140.0,51698.0,22518.0,23540.0,84210.0,231914,?,?,?,?,?,?,?,?,?,1020.0,5624.0,6640.0,9460.0,8698.0,254.0,254.0,1276.0,4348.0,74462.0,254.0,116894538.0,634774.0,?,?,?,?,?,97492.0,32762.0,114676.0,6140.0,50118.0,1022.0
25,?,?,?,?,?,326328.0,196312.0,254.0,1022.0,17328.0,2046.0,15600.0,15600.0,31474.0,11972.0,14264.0,414954.0,1778.0,3068.0,0.0,44756.0,1173690.0,?,?,?,?,?,?,?,?,2552.0,5874.0,2044.0,3020154.0,3105826.0,4553524.0,8190.0,8190.0,4094.0,8444.0,2042.0,1532.0,0.0,86254,?,?,?,?,?,?,?,?,?,1529226.0,254.0,16378.0,20474.0,26076.0,879766.0,891270.0,42222.0,53744.0,90098.0,15602.0,67260.0,116895540.0,?,?,?,?,?,32762.0,4834.0,1022.0,12282.0,4092.0,0.0
26,?,?,?,?,?,14330.0,0.0,254.0,0.0,32750.0,665582.0,672712.0,672712.0,603080.0,254.0,254.0,65524.0,41962.0,1526.0,0.0,17328.0,11200.0,?,?,?,?,?,?,?,?,3058.0,29880.0,215484.0,9704.0,14816.0,45050.0,83136.0,80576.0,2044.0,254.0,16374.0,16374.0,36074.0,0,?,?,?,?,?,?,?,?,?,254.0,8698.0,18416.0,17140.0,17142.0,40674.0,59094.0,254.0,31470.0,17404.0,20474.0,8954.0,68020.0,?,?,?,?,?,3776434.0,49148.0,7924.0,4094.0,35242.0,7162.0
27,?,?,?,?,?,2046.0,92376.0,254.0,110584.0,1022.0,2044.0,0.0,0.0,2046.0,4332.0,3824.0,69628.0,4088.0,8492492.0,54244.0,12284.0,54480.0,?,?,?,?,?,?,?,?,0.0,235428.0,5870.0,8190.0,8190.0,0.0,16380.0,16380.0,11254.0,262142.0,14578.0,17128.0,2042.0,38118,?,?,?,?,?,?,?,?,?,3613985.0,3704678.0,8190.0,8190.0,8190.0,5616.0,5362.0,944322.0,74476.0,4348.0,90098.0,1786.0,5602.0,?,?,?,?,?,57336.0,10428.0,0.0,8188.0,8190.0,5116.0
28,?,?,?,?,?,1801794.0,0.0,254.0,25592.0,2046.0,15352.0,3289586.0,3554804.0,3561984.0,239088.0,239088.0,2042.0,0.0,1270.0,3556.0,16382.0,0.0,?,?,?,?,?,?,?,?,1016.0,2044.0,19106.0,254.0,764.0,764.0,75248.0,87786.0,8190.0,764.0,510.0,1020.0,16374.0,2552,?,?,?,?,?,?,?,?,?,444788.0,12478.0,1114096.0,1114096.0,1179630.0,2438216.0,2438470.0,10480.0,6662110.0,53744.0,17404.0,254.0,8954.0,?,?,?,?,?,222180.0,1174978.0,2046.0,20474.0,8188.0,2044.0
29,?,?,?,?,?,17599568.0,139506.0,71918.0,67006.0,67320.0,2044.0,69628.0,69628.0,69628.0,147818.0,143726.0,14762.0,116176.0,4572.0,14064.0,0.0,8417118.0,?,?,?,?,?,?,?,?,0.0,2552.0,131068.0,29688.0,31734.0,39924.0,133366.0,135412.0,73604.0,6140.0,52718.0,53228.0,17384.0,17396,?,?,?,?,?,?,?,?,?,45872.0,0.0,0.0,510.0,3573.0,1272.0,1272.0,58840.0,42730.0,21486.0,6870.0,74208.0,2808.0,?,?,?,?,?,2042.0,4094.0,31468.0,0.0,4090.0,4090.0
30,?,?,?,?,?,?,108536.0,9968.0,78424.0,4094.0,9212.0,510.0,510.0,1532.0,2046.0,2046.0,0.0,8432.0,0.0,8519266.0,254.0,29172.0,?,?,?,?,?,?,?,?,8438.0,8414.0,38084.0,1270.0,508.0,508.0,8186.0,8186.0,6136.0,510.0,8190.0,9212.0,1020.0,1274,?,?,?,?,?,?,?,?,?,3102426.0,2046.0,5336.0,6962.0,10974.0,32482.0,41438.0,5362.0,943558.0,36326.0,6648.0,2046.0,254.0,?,?,?,?,?,376638.0,44666.0,55358.0,762.0,3068.0,2044.0
31,?,?,?,?,?,?,3572.0,2034.0,762.0,3770160.0,67580.0,1390792.0,58790.0,52670.0,319710.0,389332.0,29932.0,0.0,0.0,1270.0,0.0,45264.0,?,?,?,?,?,?,?,?,6130.0,9206.0,762.0,2046.0,2046.0,2046.0,17908.0,17908.0,11766.0,0.0,254.0,254.0,53992.0,17384,?,?,?,?,?,?,?,?,?,1022.0,6136.0,22254.0,23274.0,23274.0,3322.0,4090.0,2504002.0,10480.0,76770.0,24554.0,90098.0,90082.0,?,?,?,?,?,6140.0,131276.0,13814.0,0.0,7162.0,1022.0
32,?,?,?,?,?,?,28148.0,629694.0,9212.0,65534.0,0.0,532268.0,0.0,0.0,254.0,254.0,1425626.0,6138.0,5080.0,6650.0,56296.0,151204.0,?,?,?,?,?,?,?,?,192498.0,1016.0,8190.0,510.0,510.0,510.0,18932.0,22770.0,2554.0,17394.0,254.0,254.0,11256.0,0,?,?,?,?,?,?,?,?,?,?,32766.0,131568.0,139758.0,140268.0,12538.0,12792.0,1272.0,55768.0,7167312.0,21468.0,17404.0,75452.0,?,?,?,?,?,20474.0,762.0,20464.0,90862.0,8188.0,3066.0
33,?,?,?,?,?,?,1134702.0,67320.0,0.0,3068.0,2540.0,0.0,762.0,508.0,973460.0,1238174.0,1879710.0,10164.0,33772.0,1022.0,8700.0,14328.0,?,?,?,?,?,?,?,?,75376.0,2044.0,12954.0,0.0,2046.0,6650.0,424928.0,424166.0,87532.0,0.0,2810.0,2810.0,254.0,52716,?,?,?,?,?,?,?,?,?,?,19446.0,20956.0,20700.0,20192.0,20474.0,20474.0,20412.0,5362.0,42730.0,77024.0,14764.0,61920.0,?,?,?,?,?,20464.0,4300718.0,762.0,58998.0,3068.0,14324.0
34,?,?,?,?,?,?,764.0,187870.0,1703928.0,4094.0,14330.0,508.0,1327304.0,1457864.0,2546.0,4846.0,0.0,47284.0,1022.0,3062.0,3048.0,0.0,?,?,?,?,?,?,?,?,160196.0,0.0,65534.0,6394.0,6394.0,6394.0,55532.0,47340.0,254.0,47056.0,14330.0,4092.0,254.0,12278,?,?,?,?,?,?,?,?,?,?,4848.0,1022.0,1022.0,5116.0,22240.0,44222.0,40674.0,2512192.0,941512.0,1784.0,6648.0,8442.0,?,?,?,?,?,28656.0,254.0,1370874.0,6397848.0,10234.0,4080.0
35,?,?,?,?,?,?,1022.0,510.0,254.0,6140.0,124074.0,55680.0,764.0,68344.0,4064.0,4064.0,31528.0,11462.0,0.0,14304.0,8678.0,254.0,?,?,?,?,?,?,?,?,39632.0,8438.0,4572.0,106994.0,106994.0,142314.0,12792.0,12538.0,16382.0,41708.0,510.0,510.0,2810.0,254,?,?,?,?,?,?,?,?,?,?,2046.0,87518.0,88026.0,88280.0,17140.0,21234.0,20980.0,1272.0,0.0,0.0,16378.0,90098.0,?,?,?,?,?,2046.0,73718.0,4094.0,29676.0,6138.0,2044.0
36,?,?,?,?,?,?,22620.0,1116146.0,71672.0,6140.0,86004.0,66486.0,1276.0,2808.0,41206.0,60144.0,704488.0,1022.0,117198.0,4431818.0,8647684.0,0.0,?,?,?,?,?,?,?,?,1272.0,7152.0,174308.0,34544.0,35054.0,50140.0,29170.0,27124.0,135660.0,2046.0,0.0,0.0,6886.0,187602,?,?,?,?,?,?,?,?,?,?,1020.0,23706028.0,22774.0,22774.0,8190.0,8190.0,12792.0,20412.0,67794.0,42730.0,26592.0,17400.0,?,?,?,?,?,573920.0,45026.0,0.0,4094.0,49402.0,135414.0
37,?,?,?,?,?,?,913842.0,0.0,254.0,254.0,182982.0,1276.0,1002550.0,905064.0,39632.0,39378.0,987094.0,2046.0,9960.0,1784.0,1627378.0,56296.0,?,?,?,?,?,?,?,?,58998.0,188914.0,21740.0,8444.0,8444.0,8444.0,813748.0,749486.0,2042.0,317666.0,17648.0,76254.0,0.0,2810,?,?,?,?,?,?,?,?,?,?,11460.0,20728.0,8128.0,9958.0,1212396.0,1212396.0,20474.0,42720.0,5616.0,941512.0,77786.0,328432.0,?,?,?,?,?,20476.0,239580.0,65526.0,8188.0,3064.0,2562570.0
38,?,?,?,?,?,?,1022.0,1339242.0,57336.0,6138.0,14224.0,992818.0,77812.0,144108.0,5624.0,5624.0,159654.0,54250.0,2300.0,1022.0,5626.0,337904.0,?,?,?,?,?,?,?,?,238526.0,76138.0,8940.0,0.0,0.0,1524.0,1022.0,1022.0,2046.0,6642.0,0.0,17648.0,0.0,6632,?,?,?,?,?,?,?,?,?,?,1540220.0,8698.0,0.0,8190.0,5110.0,9194.0,33502.0,41708.0,2512192.0,84424.0,1524.0,40946.0,?,?,?,?,?,44666.0,2042.0,86362.0,12280.0,0.0,49610.0
39,?,?,?,?,?,?,15350.0,0.0,254.0,254.0,151204.0,41442.0,351102.0,523868.0,16238344.0,20413448.0,2288.0,4344.0,0.0,0.0,2032.0,8700.0,?,?,?,?,?,?,?,?,508.0,150982.0,6384.0,40956.0,40956.0,40956.0,7924.0,7670.0,17908.0,2292772.0,47310.0,0.0,18670.0,0,?,?,?,?,?,?,?,?,?,?,1276.0,0.0,3430732.0,3440184.0,40950.0,41460.0,99742.0,19958.0,1272.0,14570.0,3316.0,20616.0,?,?,?,?,?,331610.0,4092.0,254.0,204788.0,1022.0,5112.0
40,?,?,?,?,?,?,4094.0,139506.0,2810.0,18156.0,94160.0,326486.0,721612.0,721104.0,46810.0,45524.0,5618.0,16764.0,16354.0,168662.0,6650.0,4064.0,?,?,?,?,?,?,?,?,14786.0,39378.0,29880.0,254.0,254.0,254.0,4842290.0,5042428.0,24816.0,75250.0,44522.0,47308.0,3576.0,16378,?,?,?,?,?,?,?,?,?,?,3619037.0,3293016.0,349128.0,2445500.0,14810.0,38170.0,1778.0,12792.0,22004.0,254.0,8188.0,59368.0,?,?,?,?,?,4094.0,737194.0,4346.0,139230.0,1022.0,5114.0
41,?,?,?,?,?,?,6140.0,43002.0,6140.0,508.0,4602.0,786892.0,1066654.0,1065098.0,82412.0,90602.0,15850.0,8188.0,5590.0,13262.0,0.0,8671254.0,?,?,?,?,?,?,?,?,1177784.0,1272.0,249746.0,312300.0,312300.0,316648.0,70890.0,60144.0,416970.0,9722.0,2046.0,28664.0,0.0,762,?,?,?,?,?,?,?,?,?,?,494760.0,239838.0,142754.0,407820.0,12536.0,13044.0,8190.0,20474.0,38880.0,28128.0,1059746.0,508.0,?,?,?,?,?,209574.0,10234.0,36854.0,8188.0,3066.0,1022.0
42,?,?,?,?,?,?,4094.0,3572.0,254.0,65534.0,510.0,1062830.0,0.0,0.0,1933670.0,2156352.0,90106.0,762.0,36798.0,0.0,6896.0,254.0,?,?,?,?,?,?,?,?,8680.0,26788.0,8162.0,5370.0,5370.0,5116.0,40954.0,65526.0,2294.0,3322.0,316902.0,8188.0,50130.0,18670,?,?,?,?,?,?,?,?,?,?,43750.0,70602.0,1524.0,1270.0,23274.0,23020.0,1216036.0,38866.0,22742.0,68302.0,88496.0,16378.0,?,?,?,?,?,475314.0,32764.0,71406.0,6136.0,4092.0,8190.0
43,?,?,?,?,?,?,17394.0,26616.0,60914.0,24570.0,2046.0,0.0,77276.0,81368.0,2808.0,2300.0,73714.0,3461076.0,9440.0,16354.0,14304.0,1598742.0,?,?,?,?,?,?,?,?,29408.0,508.0,45270.0,65534.0,65534.0,65534.0,764.0,764.0,762.0,56036.0,9452.0,55508.0,28664.0,4598,?,?,?,?,?,?,?,?,?,?,46338.0,1778.0,645246.0,950624.0,3066.0,7160.0,8416.0,2292772.0,19958.0,5616.0,254.0,26586.0,?,?,?,?,?,40932.0,20464.0,742040.0,1022.0,8188.0,8184.0
